  -0.5341472280    2.0932729312   -2.1991619804
  -0.9804416315   -1.2447076721   -3.2491619804
   1.2605230348    0.1297388215   -4.0178153283
   0.7355230348    1.0390654955   -4.0178153283
  -1.2897417907    1.8590153854   -2.4424199867
  -1.9922716448    1.0217729080   -2.4424199867
  -0.2134036091    2.0488028472   -3.4807170878
  -1.2897417907    1.8590153854   -3.4807170878
  -1.9922716448    1.0217729080   -3.4807170878
  -1.9922716448   -0.0711695250   -3.4807170878
  -1.2897417907   -0.9084120025   -3.4807170878
   0.4966249068    0.4753016915   -4.3207170878
  -0.1857064553    1.4144502420   -4.3207170878
  -1.2897417907    1.0557274162   -4.3207170878
  -1.2897417907   -0.1051240332   -4.3207170878
  -0.1857064553   -0.4638468591   -4.3207170878
  -0.4908543171    0.4753016915   -4.6415685372
   2.0938890252   -0.8969207182   -1.9042622130
   0.7735647857   -2.4704218739   -1.9042622130
   1.7200806976   -1.9239506574   -1.9042622130
   2.0938890252   -0.8969207182   -2.9425593141
  -1.0053032499   -1.4433919347   -2.9425593141
  -0.3027733959   -2.2806344121   -2.9425593141
   0.7735647857   -2.4704218739   -2.9425593141
   1.7200806976   -1.9239506574   -2.9425593141
   1.4835933017   -0.8969207182   -3.7825593141
  -0.3027733959   -1.4773464429   -3.7825593141
   0.8012619396   -1.8360692687   -3.7825593141
   0.4961140778   -0.8969207182   -4.1034107636
   2.0965961691    0.7459815916   -0.8993323765
   1.4142648070    1.6851301421   -0.8993323765
   2.7068918926    0.7459815916   -1.7393323765
   2.3330835650    1.7730115308   -1.7393323765
   1.3865676532    2.3194827473   -1.7393323765
   2.3330835650   -0.2810483477   -1.7393323765
   2.7068918926    0.7459815916   -2.7776294776
   2.3330835650    1.7730115308   -2.7776294776
   1.3865676532    2.3194827473   -2.7776294776
   2.3330835650   -0.2810483477   -2.7776294776
   2.0965961691    0.7459815916   -3.6176294776
   1.4142648070    1.6851301421   -3.6176294776
  -2.4573408098    1.3352811462   -0.7352429127
  -3.7516483636   -1.1308158584   -0.7352429127
  -3.2845431181   -2.0208105458   -0.7352429127
  -2.9036352132   -2.0026994571   -1.7852429127
  -1.5014937651    2.6480737005   -0.1123926419
  -2.2040236191    1.8108312231   -0.1123926419
   0.5213603284    2.2913899458   -1.1506897430
  -0.4251555835    2.8378611623   -1.1506897430
  -1.5014937651    2.6480737005   -1.1506897430
  -2.2040236191    1.8108312231   -1.1506897430
  -0.3974584296    2.2035085571   -1.9906897430
  -1.5014937651    1.8447857313   -1.9906897430
  -0.6564450698   -1.6318353275    1.3034774369
   2.3939772503    0.7185298274    0.2534774369
   1.7274555646    1.4708772845    0.2534774369
   2.0644681504    0.7258493988   -0.7965225631
  -3.2388072357    1.0969343703   -0.9548611931
  -3.9413370898    0.2596918929   -0.9548611931
  -3.9413370898   -0.8332505401   -0.9548611931
  -2.1624690541    1.2867218321   -1.9931582942
  -3.2388072357    1.0969343703   -1.9931582942
  -3.9413370898    0.2596918929   -1.9931582942
  -3.9413370898   -0.8332505401   -1.9931582942
  -3.2388072357   -1.6704930176   -1.9931582942
  -3.2388072357    0.2936464011   -2.8331582942
  -3.2388072357   -0.8672050484   -2.8331582942
  -2.1347719003   -1.2259278742   -2.8331582942
  -2.4399197621   -0.2867793236   -3.1540097437
  -2.1814156589   -0.5752408374    1.9291922937
  -2.9803031326    0.0051848873    1.6083408442
  -2.9803031326   -1.1556665621    1.6083408442
  -1.8762677972   -1.5143893879    1.6083408442
  -2.9803031326    0.8084728566    0.7683408442
  -3.6828329867   -0.0287696209    0.7683408442
  -3.6828329867   -1.1217120539    0.7683408442
  -2.9803031326   -1.9589545313    0.7683408442
  -1.9039649510   -2.1487419931    0.7683408442
  -3.6828329867   -0.0287696209   -0.2699562569
  -1.1764012609   -2.6143586662    0.4193466838
  -2.2804365964   -3.0589238096   -0.4206533162
  -1.2040984148   -3.2487112714   -0.4206533162
  -0.2575825029   -2.7022400549   -0.4206533162
  -2.9829664504   -2.2216813321   -1.4589504173
  -2.2804365964   -3.0589238096   -1.4589504173
  -1.2040984148   -3.2487112714   -1.4589504173
  -0.2575825029   -2.7022400549   -1.4589504173
  -2.2804365964   -2.2556358404   -2.2989504173
  -1.1764012609   -2.6143586662   -2.2989504173
  -1.4815491227   -1.6752101156   -2.6198018667
   1.4032088486    0.2216176059    3.1948534643
  -0.0667911514   -0.6270872898    3.1948534643
   0.9132088486   -0.6270872898    3.1948534643
   2.1206186400    0.2216176059    2.4774436728
   1.7964422162    1.2193300484    2.4774436728
  -0.9500245191   -0.7760948366    2.4774436728
  -0.1013196234   -1.3927150370    2.4774436728
   0.9477373205   -1.3927150370    2.4774436728
   1.7964422162   -0.7760948366    2.4774436728
   2.3832088486    0.2216176059    1.4974436728
   2.1206186400    1.2016176059    1.4974436728
   1.4714122120    1.3506563476    2.8840964954
  -0.6060624931    3.1507984267    2.8840964954
  -1.5382058022    2.7251028412    2.8840964954
  -1.5382058022   -0.0237901460    2.8840964954
  -1.5382058022    2.7251028412    0.7840964954
  -0.2182767907    1.4847394665    4.5844155159
   0.7692024331    1.4847394665    4.2635640664
   0.0868710710    2.4238880171    4.2635640664
  -1.0171642644    2.0651651913    4.2635640664
  -1.0171642644    0.9043137418    4.2635640664
   0.0868710710    0.5455909160    4.2635640664
   1.3794981566    1.4847394665    3.4235640664
   1.0056898291    2.5117694058    3.4235640664
   0.0591739172    3.0582406223    3.4235640664
  -1.0171642644    2.8684531605    3.4235640664
  -1.7196941185    2.0312106830    3.4235640664
  -1.7196941185    0.9382682500    3.4235640664
  -1.0171642644    0.1010257726    3.4235640664
   0.0591739172   -0.0887616892    3.4235640664
   1.0056898291    0.4577095273    3.4235640664
  -2.2052517038    1.7867373228    2.9826474808
  -2.2052517038    0.6258858733    2.9826474808
  -2.2052517038    2.5900252920    2.1426474808
  -2.9077815578    1.7527828145    2.1426474808
  -2.9077815578    0.6598403815    2.1426474808
  -2.2052517038   -0.1774020959    2.1426474808
  -2.2052517038    2.5900252920    1.1043503797
  -2.9077815578    1.7527828145    1.1043503797
  -2.2052517038    1.7867373228    0.2643503797
   0.3143710173    3.1852768717    2.6828913646
   1.6069981029    2.2461283211    1.8428913646
   1.2331897753    3.2731582604    1.8428913646
   0.2866738635    3.8196294769    1.8428913646
  -0.7896643182    3.6298420151    1.8428913646
   1.6069981029    2.2461283211    0.8045942635
   1.2331897753    3.2731582604    0.8045942635
   0.2866738635    3.8196294769    0.8045942635
  -0.7896643182    3.6298420151    0.8045942635
  -1.4921941722    2.7925995376    0.8045942635
   0.9967023794    2.2461283211   -0.0354057365
   0.3143710173    3.1852768717   -0.0354057365
   2.3301311781   -1.0871315943    1.7376811275
   0.8601311781   -1.9358364900    1.7376811275
   1.8401311781   -1.9358364900    1.7376811275
   3.0475409695   -1.0871315943    1.0202713360
   2.7233645457   -0.0894191518    1.0202713360
   0.8256027061   -2.7014642372    1.0202713360
   1.8746596500   -2.7014642372    1.0202713360
   2.7233645457   -2.0848440368    1.0202713360
   3.3101311781   -1.0871315943    0.0402713360
   3.0475409695   -0.1071315943    0.0402713360
   0.3701311781   -2.7845413857    0.0402713360
   1.3501311781   -3.0471315943    0.0402713360
   2.3301311781   -2.7845413857    0.0402713360
   3.0475409695   -2.0671315943    0.0402713360
   3.0475409695   -1.0871315943   -0.9397286640
   2.7233645457   -0.0894191518   -0.9397286640
   0.8256027061   -2.7014642372   -0.9397286640
   1.8746596500   -2.7014642372   -0.9397286640
   2.7233645457   -2.0848440368   -0.9397286640
   2.3301311781   -1.0871315943   -1.6571384554
   1.8401311781   -1.9358364900   -1.6571384554
  -0.3101374522    2.4109014630   -2.7332122219
  -1.0182547375   -1.2883463227   -3.6955375049
   1.2518440086    0.1297388215   -4.3614872634
   0.7311835217    1.0315492384   -4.3614872634
   0.7311835217   -0.7720715953   -4.3614872634
  -0.4908543171    2.3953016915   -2.9615685372
  -1.4508543171    2.1380704667   -2.9615685372
  -2.1536230923    1.4353016915   -2.9615685372
   0.0229694922    2.0566887703   -3.9215685372
  -1.0046781263    2.0566887703   -3.9215685372
  -1.8360625140    1.4526526556   -3.9215685372
  -2.1536230923    0.4753016915   -3.9215685372
  -1.8360625140   -0.5020492726   -3.9215685372
  -1.0046781263   -1.1060853873   -3.9215685372
   0.4691456829    0.4753016915   -4.6243373125
  -0.0108543171    1.3066860791   -4.6243373125
  -0.9708543171    1.3066860791   -4.6243373125
  -1.4508543171    0.4753016915   -4.6243373125
  -0.9708543171   -0.3560826961   -4.6243373125
  -0.0108543171   -0.3560826961   -4.6243373125
  -0.4908543171    0.4753016915   -4.8815685372
   2.4161140778   -0.8969207182   -2.4234107636
  -0.4638859222   -2.5596894934   -2.4234107636
   0.4961140778   -2.8169207182   -2.4234107636
   1.4561140778   -2.5596894934   -2.4234107636
   2.1588828531   -1.8569207182   -2.4234107636
   2.1588828531   -0.8969207182   -3.3834107636
  -0.8490941191   -1.8742716822   -3.3834107636
  -0.0177097315   -2.4783077970   -3.3834107636
   1.0099378871   -2.4783077970   -3.3834107636
   1.8413222747   -1.8742716822   -3.3834107636
   1.4561140778   -0.8969207182   -4.0861795388
   0.0161140778   -1.7283051058   -4.0861795388
   0.9761140778   -1.7283051058   -4.0861795388
   2.7718857205    0.7459815916   -1.2984809271
   2.4543251422    1.7233325556   -1.2984809271
   1.6229407545    2.3273686704   -1.2984809271
   3.0291169453    0.7459815916   -2.2584809271
   2.7718857205    1.7059815916   -2.2584809271
   2.0691169453    2.4087503668   -2.2584809271
   1.1091169453    2.6659815916   -2.2584809271
   2.7718857205   -0.2140184084   -2.2584809271
   2.7718857205    0.7459815916   -3.2184809271
   2.4543251422    1.7233325556   -3.2184809271
   1.6229407545    2.3273686704   -3.2184809271
   0.5952931360    2.3273686704   -3.2184809271
   2.4543251422   -0.2313693725   -3.2184809271
   2.0691169453    0.7459815916   -3.9212497023
   1.5891169453    1.5773659792   -3.9212497023
  -1.9797094773   -2.4855495201    0.7611326118
  -3.1715288129    1.2010974403   -0.2011926712
  -3.8207818206    0.3869599195   -0.2011926712
  -4.0524975362   -0.6282529634   -0.2011926712
  -3.8207818206   -1.6434658464   -0.2011926712
  -3.1715288129   -2.4576033672   -0.2011926712
  -3.8207818206   -1.6434658464   -1.2692931542
  -2.9414483192   -2.0463381077   -2.2316184371
   0.9601624839    2.2243600066   -0.6315411924
   0.2573937086    2.9271287818   -0.6315411924
  -0.7026062914    3.1843600066   -0.6315411924
  -1.6626062914    2.9271287818   -0.6315411924
  -2.3653750667    2.2243600066   -0.6315411924
  -0.1887824821    2.8457470854   -1.5915411924
  -1.2164301007    2.8457470854   -1.5915411924
  -2.0478144883    2.2417109706   -1.5915411924
   0.2674806661   -2.1146853906    1.7498529613
   2.6426308700    0.7578240491    0.7875276784
   2.6426308700    0.7578240491   -0.2805728046
   1.9933778623    1.5719615698   -0.2805728046
  -3.7851279590    0.6905716404   -0.5140097437
  -4.1026885373   -0.2867793236   -0.5140097437
  -2.4399197621    1.6332206764   -1.4740097437
  -3.3999197621    1.3759894516   -1.4740097437
  -4.1026885373    0.6732206764   -1.4740097437
  -4.3599197621   -0.2867793236   -1.4740097437
  -4.1026885373   -1.2467793236   -1.4740097437
  -2.9537435713    1.2946077552   -2.4340097437
  -3.7851279590    0.6905716404   -2.4340097437
  -4.1026885373   -0.2867793236   -2.4340097437
  -3.7851279590   -1.2641302877   -2.4340097437
  -2.9537435713   -1.8681664024   -2.4340097437
  -2.9199197621    0.5446050640   -3.1367785190
  -3.3999197621   -0.2867793236   -3.1367785190
  -2.9199197621   -1.1181637113   -3.1367785190
  -1.9599197621   -1.1181637113   -3.1367785190
  -2.4399197621   -0.2867793236   -3.3940097437
  -2.1814156589   -0.5752408374    2.1691922937
  -3.1414156589   -0.5752408374    1.9119610690
  -2.6614156589   -1.4066252250    1.9119610690
  -1.7014156589   -1.4066252250    1.9119610690
  -3.5266238558    0.4021101267    1.2091922937
  -3.8441844342   -0.5752408374    1.2091922937
  -3.5266238558   -1.5525918015    1.2091922937
  -2.6952394682   -2.1566279162    1.2091922937
  -1.6675918497   -2.1566279162    1.2091922937
  -3.1414156589    1.0875279379    0.2491922937
  -3.8441844342    0.3847591626    0.2491922937
  -4.1014156589   -0.5752408374    0.2491922937
  -3.8441844342   -1.5352408374    0.2491922937
  -1.0015491227   -2.5065945033    0.7229669085
  -2.8267573196   -2.6525610797    0.0201981333
  -1.9953729320   -3.2565971944    0.0201981333
  -0.9677253134   -3.2565971944    0.0201981333
  -3.1443178980   -2.6352101156   -0.9398018667
  -2.4415491227   -3.3379788909   -0.9398018667
  -1.4815491227   -3.5952101156   -0.9398018667
  -0.5215491227   -3.3379788909   -0.9398018667
  -2.8267573196   -2.6525610797   -1.8998018667
  -1.9953729320   -3.2565971944   -1.8998018667
  -0.9677253134   -3.2565971944   -1.8998018667
