    Molecular point group: c1
    Full point group: C1

    Geometry (in Angstrom), charge = 0, multiplicity = 1:

       Center              X                  Y                   Z       
    ------------   -----------------  -----------------  -----------------
         C            0.315843097395    -0.004808135619    -2.254144569554
         C           -0.347706902605     0.262831864381    -0.891524569554
         H           -0.326776902605     0.374821864381    -3.077364569554
         H            0.484003097395    -1.092718135619    -2.409324569554
         H            1.292663097395     0.521581864381    -2.313184569554
         C           -1.712216902605    -0.443668135619    -0.865194569554
         H           -0.487886902605     1.362531864381    -0.814494569554
         C            0.539843097395    -0.196768135619     0.263865430446
         H           -2.341996902605    -0.085978135619    -1.707784569554
         H           -2.275306902605    -0.251378135619     0.062945430446
         H           -1.579576902605    -1.542648135619    -0.965174569554
         O            0.315663097395     0.150831864381     1.560795430446
         C           -0.606456902605     1.064621864381     2.026835430446
         H           -0.482306902605     1.166591864381     3.124325430446
         H           -1.641926902605     0.728791864381     1.846045430446
         H           -0.432676902605     2.057881864381     1.561695430446
         O            1.533743097395    -0.866768135619     0.025395430446

