    Molecular point group: c1
    Full point group: C1

    Geometry (in Angstrom), charge = 0, multiplicity = 1:

       Center              X                  Y                   Z       
    ------------   -----------------  -----------------  -----------------
         H            7.104324012461    -0.805776364766     2.796998025242
         C            6.651034012461    -0.825586364766     1.813518025242
         C            5.259444012461    -0.704626364766     1.671478025242
         H            4.647594012461    -0.593166364766     2.556828025242
         C            4.668814012461    -0.731696364766     0.395248025242
         S            2.855224012461    -0.600296364766     0.214948025242
         C            5.505594012461    -0.885016364766    -0.731851974758
         H            5.085464012461    -0.914926364766    -1.728161974758
         C            6.890284012461    -1.005616364766    -0.584901974758
         H            7.518364012461    -1.124636364766    -1.459001974758
         C            7.463734012461    -0.976296364766     0.686328025242
         H            8.537584012461    -1.072296364766     0.795508025242
         O            3.096334012461     0.534233635234    -0.795751974758
         O            2.776164012461    -1.683926364766    -0.871821974758
         H            0.801374012461    -0.438686364766     2.263928025242
         C            0.318534012461    -0.241516364766     1.313768025242
         C           -1.059615987539     0.000503635234     1.280798025242
         H           -1.618565987539    -0.009786364766     2.209558025242
         C           -1.726885987539     0.248283635234     0.068988025242
         O           -3.060765987539     0.475463635234     0.132688025242
         H            0.941894012461     0.016653635234    -2.021811974758
         C            0.391864012461     0.013833635234    -1.090851974758
         C            1.065154012461    -0.236596364766     0.130798025242
         H           -4.814135987539     0.942893635234     2.033448025242
         H           -7.176425987539     1.346773635234     1.739328025242
         C           -5.238695987539     0.946323635234     1.032728025242
         C           -6.548285987539     1.170413635234     0.870358025242
         H           -9.038735987539     1.548693635234     0.088568025242
         C           -4.359495987539     0.703913635234    -0.139971974758
         C           -7.128995987539     1.173873635234    -0.494131974758
         O           -8.451395987539     1.392913635234    -0.665311974758
         C           -4.872425987539     0.709573635234    -1.380801974758
         C           -6.333145987539     0.956003635234    -1.562071974758
         H           -4.239395987539     0.528413635234    -2.241921974758
         H           -6.755855987539     0.955443635234    -2.560811974758
         C           -0.995335987539     0.256193635234    -1.121751974758
         H           -1.489945987539     0.447763635234    -2.063751974758

