    Molecular point group: c1
    Full point group: C1

    Geometry (in Angstrom), charge = 0, multiplicity = 1:

       Center              X                  Y                   Z       
    ------------   -----------------  -----------------  -----------------
         N          -10.743704670097     1.892724313581    -0.119637965813
         C           -9.714514670097     2.734764313581    -0.406837965813
         C           -8.484674670097     2.011314313581    -0.083337965813
         C          -10.312844670097     0.694794313581     0.363852034187
         C           -8.850974670097     0.769944313581     0.402142034187
         H          -11.714734670097     2.133064313581    -0.242317965813
         O           -9.773864670097     3.868304313581    -0.840017965813
         O          -10.975024670097    -0.262185686419     0.701582034187
         C           -7.160764670097     2.396234313581    -0.179457965813
         C           -7.913914670097    -0.140045686419     0.849212034187
         C           -6.561774670097     0.239854313581     0.793202034187
         C           -6.171954670097     1.486764313581     0.247272034187
         H           -6.903854670097     3.383324313581    -0.557027965813
         H           -8.220864670097    -1.100775686419     1.252912034187
         H           -5.827554670097    -0.443235686419     1.213322034187
         C           -4.754244670097     1.951234313581     0.169772034187
         C           -3.555544670097     1.076434313581    -0.028947965813
         C           -2.281544670097     1.675904313581     0.118392034187
         C           -1.151344670097     0.902404313581    -0.099237965813
         C           -3.636694670097    -0.279725686419    -0.414727965813
         C           -2.479604670097    -1.052565686419    -0.582157965813
         C           -1.256614670097    -0.427055686419    -0.420567965813
         C            0.088805329903    -0.965195686419    -0.557107965813
         N            0.976325329903     0.078004313581    -0.367947965813
         C            0.278685329903     1.233534313581    -0.062187965813
         C            2.404455329903    -0.059395686419    -0.374717965813
         C            3.283075329903     1.008154313581    -0.152927965813
         C            4.673655329903     0.803964313581     0.037432034187
         C            3.004315329903    -1.305425686419    -0.552807965813
         C            4.377925329903    -1.505435686419    -0.346667965813
         C            5.242685329903    -0.481415686419     0.050122034187
         H            2.921115329903     2.029924313581    -0.067167965813
         H            5.272235329903     1.683594313581     0.264222034187
         H           -2.533544670097    -2.103585686419    -0.853577965813
         H           -4.588394670097    -0.761455686419    -0.617347965813
         H           -2.177604670097     2.727544313581     0.378602034187
         O            0.654995329903     2.356574313581     0.220192034187
         O            0.240565329903    -2.153975686419    -0.776797965813
         O           -4.564444670097     3.164834313581     0.255352034187
         H            2.431765329903    -2.197845686419    -0.784007965813
         H            4.703655329903    -2.532185686419    -0.407887965813
         C            6.616215329903    -0.786385686419     0.699052034187
         C            6.967035329903     0.302744313581     1.755432034187
         H            7.138665329903     1.284384313581     1.297102034187
         H            7.891525329903     0.062004313581     2.295952034187
         H            6.167845329903     0.412384313581     2.496892034187
         C            6.606745329903    -2.173705686419     1.453862034187
         C            7.444465329903    -3.208035686419     0.651272034187
         H            5.605885329903    -2.547515686419     1.696352034187
         H            7.087945329903    -2.037035686419     2.434622034187
         C            8.394455329903    -2.277975686419    -0.052367965813
         C            6.685875329903    -4.005665686419    -0.421077965813
         C            8.089375329903    -4.205205686419     1.622222034187
         C            7.859295329903    -0.977675686419    -0.169527965813
         H            8.743735329903    -3.706245686419     2.344662034187
         H            8.693135329903    -4.952655686419     1.095592034187
         H            7.315405329903    -4.744245686419     2.182192034187
         C            9.652215329903    -2.598345686419    -0.552817965813
         C            8.595345329903     0.003024313581    -0.828597965813
         C            9.869055329903    -0.313225686419    -1.321327965813
         C           10.398655329903    -1.601425686419    -1.173497965813
         H            8.227525329903     1.020914313581    -0.911057965813
         H            6.379965329903    -3.386055686419    -1.271747965813
         H            5.802335329903    -4.498295686419    -0.002477965813
         H            7.323295329903    -4.787815686419    -0.852597965813
         H           10.061525329903    -3.598395686419    -0.445457965813
         H           10.472185329903     0.456214313581    -1.797827965813
         H           11.399085329903    -1.824585686419    -1.536727965813

